"id","genus","species","scientificname"
12857,"Tynanthus",NA,"Tynanthus polyanthus"
12982,"Ulex",NA,"Ulex europaeus"
13007,"Monstera",NA,"Monstera adansonii"
13137,"Aegiphila",NA,"Aegiphila elata"
13147,"Casuarina",NA,"Casuarina cunninghamiana"
13148,"Aegiphila",NA,"Aegiphila integrifolia"
13159,"Casuarina",NA,"Casuarina equisetifolia"
13160,"Aegiphila",NA,"Aegiphila martinicensis"
13192,"Montrichardia",NA,"Montrichardia arborescens"
13226,"Randia",NA,"Randia aculeata"
13280,"Catalpa",NA,"Catalpa longissima"
13284,"Morella",NA,"Morella cerifera"
13363,"Atriplex",NA,"Atriplex semibaccata"
13388,"Simarouba",NA,"Simarouba glauca"
13405,"Aeschynomene",NA,"Aeschynomene americana"
13412,"Simarouba",NA,"Simarouba tulae"
13432,"Morinda",NA,"Morinda citrifolia"
13476,"Aeschynomene",NA,"Aeschynomene falcata"
13503,"Morisonia",NA,"Morisonia americana"
13570,"Aeschynomene",NA,"Aeschynomene sensitiva"
13635,"Siphoneugena",NA,"Siphoneugena densiflora"
13646,"Phialanthus",NA,"Phialanthus grandifolius"
13658,"Phialanthus",NA,"Phialanthus myrtilloides"
13711,"Mouriri",NA,"Mouriri domingensis"
13722,"Mouriri",NA,"Mouriri helleri"
13830,"Heliconia",NA,"Heliconia caribaea"
13840,"Mucuna",NA,"Mucuna rostrata"
13887,"Mucuna",NA,"Mucuna urens"
13983,"Helicteres",NA,"Helicteres jamaicensis"
14138,"Cyathea",NA,"Cyathea andina"
14150,"Cyathea",NA,"Cyathea arborea"
14213,"Philodendron",NA,"Philodendron fragrantissimum"
14222,"Cyathea",NA,"Cyathea parvula"
14237,"Philodendron",NA,"Philodendron hederaceum"
14246,"Cyathea",NA,"Cyathea pungens"
14258,"Cyathea",NA,"Cyathea tenera"
14351,"Cycas",NA,"Cycas circinalis"
14363,"Cycas",NA,"Cycas revoluta"
14447,"Averrhoa",NA,"Averrhoa carambola"
14518,"Sloanea",NA,"Sloanea amygdalina"
14685,"Cayaponia",NA,"Cayaponia racemosa"
14739,"Cydista",NA,"Cydista aequinoctialis"
15328,"Rauvolfia",NA,"Rauvolfia nitida"
15363,"Rauvolfia",NA,"Rauvolfia tetraphylla"
15411,"Ravenala",NA,"Ravenala madagascariensis"
15435,"Ravenia",NA,"Ravenia urbanii"
15521,"Henriettea",NA,"Henriettea macfadyenii"
15533,"Henriettea",NA,"Henriettea membranifolia"
15761,"Leucaena",NA,"Leucaena leucocephala"
16251,"Celtis",NA,"Celtis iguanaea"
16301,"Reynosia",NA,"Reynosia guama"
16312,"Reynosia",NA,"Reynosia krugii"
16336,"Reynosia",NA,"Reynosia uncinata"
16359,"Rhabdadenia",NA,"Rhabdadenia biflora"
16402,"Celtis",NA,"Celtis trinervia"
16556,"Myrcia",NA,"Myrcia citrifolia"
16602,"Myrcia",NA,"Myrcia fallax"
16613,"Myrcia",NA,"Myrcia leptoclada"
16684,"Myrcianthes",NA,"Myrcianthes fragrans"
16732,"Myrciaria",NA,"Myrciaria floribunda"
16852,"Cynometra",NA,"Cynometra portoricensis"
17109,"Vallesia",NA,"Vallesia glabra"
17125,"Bambusa",NA,"Bambusa bambos"
17254,"Myrospermum",NA,"Myrospermum frutescens"
17277,"Myroxylon",NA,"Myroxylon balsamum"
17280,"Banara",NA,"Banara portoricensis"
17292,"Banara",NA,"Banara vanderbiltii"
17298,"Vangueria",NA,"Vangueria madagascariensis"
17314,"Banisteriopsis",NA,"Banisteriopsis caapi"
17324,"Banisteriopsis",NA,"Banisteriopsis lucida"
17357,"Myrsine",NA,"Myrsine coriacea"
17369,"Myrsine",NA,"Myrsine cubana"
17390,"Vanilla",NA,"Vanilla planifolia"
17412,"Vanilla",NA,"Vanilla pompona"
17549,"Albizia",NA,"Albizia adinocephala"
17584,"Albizia",NA,"Albizia carbonaria"
17686,"Albizia",NA,"Albizia procera"
17705,"Phyllanthus",NA,"Phyllanthus acidus"
17708,"Centrosema",NA,"Centrosema sagittatum"
17759,"Heteropterys",NA,"Heteropterys laurifolia"
17915,"Barbieria",NA,"Barbieria pinnata"
18154,"Licania",NA,"Licania arborea"
18178,"Licania",NA,"Licania platypus"
18237,"Licaria",NA,"Licaria triandra"
18305,"Barleria",NA,"Barleria cristata"
18427,"Phyllostachys",NA,"Phyllostachys aurea"
18480,"Verbena",NA,"Verbena litoralis"
18822,"Allamanda",NA,"Allamanda cathartica"
18844,"Allamanda",NA,"Allamanda schottii"
18994,"Ligustrum",NA,"Ligustrum japonicum"
19003,"Batis",NA,"Batis maritima"
19006,"Ligustrum",NA,"Ligustrum lucidum"
19027,"Bauhinia",NA,"Bauhinia aculeata"
19088,"Ligustrum",NA,"Ligustrum sinense"
19156,"Bauhinia",NA,"Bauhinia monandra"
19179,"Bauhinia",NA,"Bauhinia pauletia"
19215,"Bauhinia",NA,"Bauhinia purpurea"
19239,"Bauhinia",NA,"Bauhinia ungulata"
19251,"Bauhinia",NA,"Bauhinia variegata"
19284,"Cyrilla",NA,"Cyrilla racemiflora"
19466,"Ceratonia",NA,"Ceratonia siliqua"
19532,"Begonia",NA,"Begonia foliosa"
19801,"Nectandra",NA,"Nectandra turbacensis"
20004,"Hibiscus",NA,"Hibiscus elatus"
20031,"Spartium",NA,"Spartium junceum"
20057,"Cereus",NA,"Cereus hexagonus"
20408,"Bertholletia",NA,"Bertholletia excelsa"
20433,"Spermacoce",NA,"Spermacoce assurgens"
20457,"Spermacoce",NA,"Spermacoce confusa"
21127,"Erythrina",NA,"Erythrina corallodendron"
21162,"Erythrina",NA,"Erythrina eggersii"
21198,"Allophylus",NA,"Allophylus crassinervis"
21219,"Allophylus",NA,"Allophylus racemosus"
21315,"Nephelium",NA,"Nephelium lappaceum"
21569,"Hillia",NA,"Hillia parasitica"
21650,"Hippobroma",NA,"Hippobroma longiflora"
21671,"Hippocratea",NA,"Hippocratea volubilis"
21715,"Nepsera",NA,"Nepsera aquatica"
21744,"Erythrophleum",NA,"Erythrophleum suaveolens"
21749,"Neptunia",NA,"Neptunia plena"
21766,"Erythroxylum",NA,"Erythroxylum areolatum"
21788,"Erythroxylum",NA,"Erythroxylum coca"
21824,"Erythroxylum",NA,"Erythroxylum novogranatense"
21855,"Dalbergia",NA,"Dalbergia brownei"
21871,"Erythroxylum",NA,"Erythroxylum rufum"
21874,"Viburnum",NA,"Viburnum rhytidophyllum"
21878,"Dalbergia",NA,"Dalbergia ecastaphyllum"
21883,"Erythroxylum",NA,"Erythroxylum urbanii"
21893,"Picramnia",NA,"Picramnia pentandra"
21902,"Dalbergia",NA,"Dalbergia monetaria"
21917,"Picrasma",NA,"Picrasma antillana"
21926,"Dalbergia",NA,"Dalbergia sissoo"
21929,"Picrasma",NA,"Picrasma excelsa"
21937,"Hiraea",NA,"Hiraea faginea"
21983,"Hirtella",NA,"Hirtella rugosa"
21994,"Hirtella",NA,"Hirtella triandra"
22137,"Dalea",NA,"Dalea carthagenensis"
22204,"Aloysia",NA,"Aloysia triphylla"
22439,"Alsophila",NA,"Alsophila bryophila"
22450,"Alsophila",NA,"Alsophila portoricensis"
22470,"Pilocarpus",NA,"Pilocarpus racemosus"
22685,"Pimenta",NA,"Pimenta dioica"
22697,"Pimenta",NA,"Pimenta racemosa"
22718,"Bischofia",NA,"Bischofia javanica"
22755,"Lippia",NA,"Lippia alba"
22762,"Homalium",NA,"Homalium racemosum"
22817,"Alvaradoa",NA,"Alvaradoa amorphoides"
22869,"Blechnum",NA,"Blechnum fragile"
23051,"Eucalyptus",NA,"Eucalyptus botryoides"
23167,"Eucalyptus",NA,"Eucalyptus camaldulensis"
23237,"Eucalyptus",NA,"Eucalyptus cinerea"
23448,"Blighia",NA,"Blighia sapida"
23541,"Vigna",NA,"Vigna vexillata"
23731,"Noronhia",NA,"Noronhia emarginata"
23769,"Bocconia",NA,"Bocconia frutescens"
24008,"Eucalyptus",NA,"Eucalyptus globulus"
24214,"Pinzona",NA,"Pinzona coriacea"
24554,"Bontia",NA,"Bontia daphnoides"
24601,"Delonix",NA,"Delonix regia"
25189,"Ochna",NA,"Ochna mossambicensis"
25263,"Piriqueta",NA,"Piriqueta viscosa"
25287,"Piscidia",NA,"Piscidia carthagenensis"
25311,"Piscidia",NA,"Piscidia piscipula"
25362,"Rondeletia",NA,"Rondeletia inermis"
25374,"Rondeletia",NA,"Rondeletia pilosa"
25386,"Rondeletia",NA,"Rondeletia portoricensis"
25584,"Hybanthus",NA,"Hybanthus attenuatus"
25614,"Eucalyptus",NA,"Eucalyptus resinifera"
25660,"Pithecellobium",NA,"Pithecellobium dulce"
25674,"Eucalyptus",NA,"Eucalyptus robusta"
25684,"Pithecellobium",NA,"Pithecellobium keyense"
25696,"Pithecellobium",NA,"Pithecellobium unguis-cati"
25719,"Pithecoctenium",NA,"Pithecoctenium crucigerum"
25727,"Hydrangea",NA,"Hydrangea macrophylla"
25754,"Stachytarpheta",NA,"Stachytarpheta cayennensis"
25801,"Stachytarpheta",NA,"Stachytarpheta jamaicensis"
25813,"Stachytarpheta",NA,"Stachytarpheta mutabilis"
25828,"Eucalyptus",NA,"Eucalyptus sideroxylon"
25908,"Stahlia",NA,"Stahlia monosperma"
25925,"Amphilophium",NA,"Amphilophium paniculatum"
25975,"Ocotea",NA,"Ocotea moschata"
25995,"Amphitecna",NA,"Amphitecna latifolia"
26015,"Eucalyptus",NA,"Eucalyptus tereticornis"
26076,"Vitex",NA,"Vitex agnus-castus"
26079,"Hydrolea",NA,"Hydrolea spinosa"
26112,"Vitex",NA,"Vitex divaricata"
26126,"Odontonema",NA,"Odontonema cuspidatum"
26180,"Eucalyptus",NA,"Eucalyptus viminalis"
26194,"Vitex",NA,"Vitex parviflora"
26279,"Rosa",NA,"Rosa canina"
26339,"Rosa",NA,"Rosa centifolia"
26351,"Rosa",NA,"Rosa chinensis"
26471,"Rosa",NA,"Rosa eglanteria"
26547,"Stelechocarpus",NA,"Stelechocarpus burahol"
26610,"Chiococca",NA,"Chiococca alba"
26635,"Amyris",NA,"Amyris balsamifera"
26648,"Vitis",NA,"Vitis tiliifolia"
26658,"Amyris",NA,"Amyris elemifera"
26734,"Chionanthus",NA,"Chionanthus domingensis"
26795,"Eugenia",NA,"Eugenia axillaris"
26805,"Chione",NA,"Chione seminervis"
26817,"Chione",NA,"Chione venosa"
26819,"Eugenia",NA,"Eugenia biflora"
26829,"Anadenanthera",NA,"Anadenanthera peregrina"
26830,"Eugenia",NA,"Eugenia boqueronensis"
26842,"Eugenia",NA,"Eugenia borinquensis"
26854,"Eugenia",NA,"Eugenia brasiliensis"
26898,"Eugenia",NA,"Eugenia confusa"
26910,"Eugenia",NA,"Eugenia cordata"
26946,"Eugenia",NA,"Eugenia corozalensis"
26956,"Eugenia",NA,"Eugenia domingensis"
27003,"Eugenia",NA,"Eugenia foetida"
27015,"Eugenia",NA,"Eugenia glabrata"
27020,"Hymenaea",NA,"Hymenaea courbaril"
27027,"Eugenia",NA,"Eugenia haematocarpa"
27063,"Eugenia",NA,"Eugenia ligustrina"
27110,"Eugenia",NA,"Eugenia procera"
27120,"Lonchocarpus",NA,"Lonchocarpus domingensis"
27122,"Eugenia",NA,"Eugenia pseudopsidium"
27132,"Lonchocarpus",NA,"Lonchocarpus glaucifolius"
27144,"Lonchocarpus",NA,"Lonchocarpus heptaphyllus"
27155,"Lonchocarpus",NA,"Lonchocarpus nicou"
27168,"Eugenia",NA,"Eugenia serrasuela"
27180,"Eugenia",NA,"Eugenia sessiliflora"
27192,"Eugenia",NA,"Eugenia stahlii"
27203,"Lonchocarpus",NA,"Lonchocarpus utilis"
27216,"Eugenia",NA,"Eugenia stewardsonii"
27252,"Eugenia",NA,"Eugenia uniflora"
27276,"Eugenia",NA,"Eugenia xerophytica"
27443,"Waltheria",NA,"Waltheria indica"
27459,"Desmanthus",NA,"Desmanthus leptophyllus"
27627,"Lonicera",NA,"Lonicera japonica"
27686,"Chorisia",NA,"Chorisia insignis"
27839,"Desmodium",NA,"Desmodium barbatum"
27861,"Desmodium",NA,"Desmodium cajanifolium"
27939,"Weinmannia",NA,"Weinmannia pinnata"
28036,"Desmodium",NA,"Desmodium distortum"
28069,"Hymenosporum",NA,"Hymenosporum flavum"
28245,"Desmodium",NA,"Desmodium incanum"
28425,"Lophosoria",NA,"Lophosoria quadripinnata"
28665,"Hypelate",NA,"Hypelate trifoliata"
28700,"Hyperbaena",NA,"Hyperbaena laurifolia"
28724,"Desmodium",NA,"Desmodium tortuosum"
28754,"Chrysobalanus",NA,"Chrysobalanus icaco"
28796,"Desmodium",NA,"Desmodium wydlerianum"
28817,"Rubus",NA,"Rubus glaucus"
28934,"Chrysophyllum",NA,"Chrysophyllum argenteum"
28944,"Chrysophyllum",NA,"Chrysophyllum cainito"
28967,"Chrysophyllum",NA,"Chrysophyllum mexicanum"
28991,"Chrysophyllum",NA,"Chrysophyllum pauciflorum"
29530,"Stigmaphyllon",NA,"Stigmaphyllon puberum"
29619,"Rubus",NA,"Rubus niveus"
30074,"Cinchona",NA,"Cinchona calisaya"
30086,"Cinchona",NA,"Cinchona officinalis"
30087,"Annona",NA,"Annona cherimola"
30098,"Cinchona",NA,"Cinchona pubescens"
30123,"Annona",NA,"Annona montana"
30146,"Annona",NA,"Annona purpurea"
30158,"Annona",NA,"Annona reticulata"
30182,"Annona",NA,"Annona squamosa"
30337,"Rubus",NA,"Rubus rosifolius"
30505,"Brosimum",NA,"Brosimum alicastrum"
30541,"Brosimum",NA,"Brosimum guianense"
30608,"Ximenia",NA,"Ximenia americana"
30686,"Pleodendron",NA,"Pleodendron macranthum"
30765,"Opuntia",NA,"Opuntia dillenii"
30858,"Xylopia",NA,"Xylopia frutescens"
31049,"Xylosma",NA,"Xylosma buxifolia"
31085,"Xylosma",NA,"Xylosma flexuosa"
31121,"Xylosma",NA,"Xylosma pachyphylla"
31133,"Xylosma",NA,"Xylosma schaefferioides"
31145,"Xylosma",NA,"Xylosma schwaneckeana"
31237,"Ludwigia",NA,"Ludwigia leptocarpa"
31309,"Ludwigia",NA,"Ludwigia octovalvis"
31333,"Exostema",NA,"Exostema ellipticum"
31345,"Exostema",NA,"Exostema sanctae-luciae"
31369,"Exothea",NA,"Exothea paniculata"
31403,"Ludwigia",NA,"Ludwigia peruviana"
31534,"Luehea",NA,"Luehea speciosa"
31597,"Ruellia",NA,"Ruellia brevifolia"
31644,"Yucca",NA,"Yucca aloifolia"
31714,"Ruellia",NA,"Ruellia chartacea"
31776,"Plumeria",NA,"Plumeria obtusa"
31795,"Ilex",NA,"Ilex cassine"
31837,"Faramea",NA,"Faramea occidentalis"
31843,"Ilex",NA,"Ilex cookii"
31897,"Cissampelos",NA,"Cissampelos pareira"
31923,"Yucca",NA,"Yucca guatemalensis"
31933,"Cissus",NA,"Cissus erosa"
31950,"Ilex",NA,"Ilex guianensis"
31973,"Ilex",NA,"Ilex hypaneura"
32049,"Cissus",NA,"Cissus verticillata"
32066,"Ilex",NA,"Ilex nitida"
32156,"Ilex",NA,"Ilex sideroxyloides"
32189,"Ilex",NA,"Ilex sintenisii"
32197,"Antigonon",NA,"Antigonon leptopus"
32213,"Ilex",NA,"Ilex urbaniana"
32256,"Antirhea",NA,"Antirhea acutata"
32268,"Antirhea",NA,"Antirhea coriacea"
32280,"Antirhea",NA,"Antirhea lucida"
32292,"Antirhea",NA,"Antirhea obtusifolia"
32304,"Antirhea",NA,"Antirhea portoricensis"
32316,"Antirhea",NA,"Antirhea sintenisii"
32352,"Zanthoxylum",NA,"Zanthoxylum bifoliolatum"
32364,"Zanthoxylum",NA,"Zanthoxylum caribaeum"
32420,"Citharexylum",NA,"Citharexylum caudatum"
32425,"Illicium",NA,"Illicium floridanum"
32433,"Zanthoxylum",NA,"Zanthoxylum fagara"
32443,"Citharexylum",NA,"Citharexylum spinosum"
32445,"Zanthoxylum",NA,"Zanthoxylum flavum"
32491,"Zanthoxylum",NA,"Zanthoxylum martinicense"
32503,"Zanthoxylum",NA,"Zanthoxylum monophyllum"
32538,"Zanthoxylum",NA,"Zanthoxylum punctatum"
32560,"Zanthoxylum",NA,"Zanthoxylum spinifex"
32572,"Zanthoxylum",NA,"Zanthoxylum thomasianum"
32624,"Stylosanthes",NA,"Stylosanthes guianensis"
32630,"Zapoteca",NA,"Zapoteca portoricensis"
32648,"Stylosanthes",NA,"Stylosanthes hamata"
32684,"Stylosanthes",NA,"Stylosanthes scabra"
32700,"Citrus",NA,"Citrus maxima"
32712,"Citrus",NA,"Citrus medica"
32748,"Citrus",NA,"Citrus reticulata"
32860,"Buchenavia",NA,"Buchenavia tetraphylla"
33025,"Buddleja",NA,"Buddleja davidii"
33117,"Ruta",NA,"Ruta chalepensis"
33213,"Indigofera",NA,"Indigofera suffruticosa"
33375,"Inga",NA,"Inga nobilis"
33461,"Suriana",NA,"Suriana maritima"
33510,"Podocarpus",NA,"Podocarpus coriaceus"
33713,"Ziziphus",NA,"Ziziphus mauritiana"
33722,"Fevillea",NA,"Fevillea cordifolia"
33785,"Ziziphus",NA,"Ziziphus reticulata"
33795,"Ziziphus",NA,"Ziziphus rignonii"
33807,"Ziziphus",NA,"Ziziphus taylorii"
33875,"Ficus",NA,"Ficus elastica"
33965,"Dimocarpus",NA,"Dimocarpus longan"
34142,"Dioclea",NA,"Dioclea wilsonii"
34165,"Diodia",NA,"Diodia apiculata"
34237,"Diodia",NA,"Diodia teres"
34380,"Dioscorea",NA,"Dioscorea alata"
34402,"Dioscorea",NA,"Dioscorea bulbifera"
34455,"Ottoschulzia",NA,"Ottoschulzia rhodoxylon"
34469,"Bunchosia",NA,"Bunchosia glandulifera"
34477,"Ouratea",NA,"Ouratea ilicifolia"
34480,"Bunchosia",NA,"Bunchosia glandulosa"
34490,"Bunchosia",NA,"Bunchosia polystachia"
34504,"Lupinus",NA,"Lupinus mutabilis"
34509,"Ouratea",NA,"Ouratea striata"
34596,"Oxalis",NA,"Oxalis barrelieri"
34598,"Dioscorea",NA,"Dioscorea pilosiuscula"
34609,"Dioscorea",NA,"Dioscorea polygonoides"
34697,"Dioscorea",NA,"Dioscorea trifida"
34716,"Oxalis",NA,"Oxalis frutescens"
34772,"Diospyros",NA,"Diospyros digyna"
34858,"Diospyros",NA,"Diospyros revoluta"
34879,"Diospyros",NA,"Diospyros sintenisii"
34954,"Buxus",NA,"Buxus laevigata"
34990,"Clappertonia",NA,"Clappertonia ficifolia"
34996,"Buxus",NA,"Buxus vahlii"
35029,"Byrsonima",NA,"Byrsonima crassifolia"
35047,"Oxandra",NA,"Oxandra lanceolata"
35050,"Byrsonima",NA,"Byrsonima spicata"
35058,"Oxandra",NA,"Oxandra laurifolia"
35245,"Flacourtia",NA,"Flacourtia inermis"
35254,"Flacourtia",NA,"Flacourtia jangomas"
35272,"Caesalpinia",NA,"Caesalpinia bonduc"
35304,"Caesalpinia",NA,"Caesalpinia coriaria"
35326,"Caesalpinia",NA,"Caesalpinia decapetala"
35359,"Caesalpinia",NA,"Caesalpinia gilliesii"
35466,"Caesalpinia",NA,"Caesalpinia pulcherrima"
35499,"Caesalpinia",NA,"Caesalpinia spinosa"
35543,"Cajanus",NA,"Cajanus cajan"
35601,"Flemingia",NA,"Flemingia strobilifera"
35642,"Polygala",NA,"Polygala cowellii"
35663,"Symplocos",NA,"Symplocos lanata"
35684,"Symplocos",NA,"Symplocos martinicensis"
35695,"Symplocos",NA,"Symplocos micrantha"
35885,"Syngonium",NA,"Syngonium podophyllum"
35963,"Salix",NA,"Salix humboldtiana"
36131,"Polygala",NA,"Polygala penaea"
36133,"Forestiera",NA,"Forestiera eggersiana"
36208,"Forestiera",NA,"Forestiera rhamnifolia"
36219,"Forestiera",NA,"Forestiera segregata"
36421,"Fortunella",NA,"Fortunella margarita"
36479,"Pachystachys",NA,"Pachystachys lutea"
36490,"Pachystachys",NA,"Pachystachys spicata"
36558,"Syzygium",NA,"Syzygium cumini"
36600,"Syzygium",NA,"Syzygium malaccense"
36621,"Syzygium",NA,"Syzygium samarangense"
36657,"Cleistocactus",NA,"Cleistocactus icosagonus"
36707,"Tabebuia",NA,"Tabebuia aurea"
36718,"Tabebuia",NA,"Tabebuia capitata"
36729,"Tabebuia",NA,"Tabebuia chrysantha"
36789,"Tabebuia",NA,"Tabebuia schumanniana"
36800,"Tabebuia",NA,"Tabebuia serratifolia"
36820,"Tabernaemontana",NA,"Tabernaemontana alba"
36831,"Tabernaemontana",NA,"Tabernaemontana amygdalifolia"
36842,"Tabernaemontana",NA,"Tabernaemontana citrifolia"
36853,"Tabernaemontana",NA,"Tabernaemontana divaricata"
37014,"Calliandra",NA,"Calliandra caracasana"
37056,"Calliandra",NA,"Calliandra haematocephala"
37143,"Calliandra",NA,"Calliandra surinamensis"
37165,"Talisia",NA,"Talisia pedicellaris"
37175,"Callicarpa",NA,"Callicarpa ampla"
37185,"Dodonaea",NA,"Dodonaea viscosa"
37187,"Tamarindus",NA,"Tamarindus indica"
37218,"Tamarix",NA,"Tamarix aphylla"
37369,"Doliocarpus",NA,"Doliocarpus major"
37380,"Doliocarpus",NA,"Doliocarpus olivaceus"
37502,"Cleome",NA,"Cleome hassleriana"
37531,"Taralea",NA,"Taralea oppositifolia"
37595,"Polygonum",NA,"Polygonum punctatum"
37630,"Palicourea",NA,"Palicourea alpina"
37637,"Fraxinus",NA,"Fraxinus uhdei"
37641,"Palicourea",NA,"Palicourea crocea"
37658,"Cleome",NA,"Cleome spinosa"
37661,"Palicourea",NA,"Palicourea guianensis"
37728,"Callistemon",NA,"Callistemon citrinus"
37785,"Lyonia",NA,"Lyonia rubiginosa"
37815,"Callistemon",NA,"Callistemon salignus"
37985,"Dovyalis",NA,"Dovyalis hebecarpa"
38126,"Tecoma",NA,"Tecoma capensis"
38137,"Tecoma",NA,"Tecoma castanifolia"
38239,"Ardisia",NA,"Ardisia elliptica"
38249,"Clerodendrum",NA,"Clerodendrum aculeatum"
38292,"Ardisia",NA,"Ardisia luquillensis"
38303,"Ardisia",NA,"Ardisia obovata"
38314,"Ardisia",NA,"Ardisia solanacea"
38481,"Ixora",NA,"Ixora chinensis"
38491,"Ixora",NA,"Ixora coccinea"
38502,"Ixora",NA,"Ixora ferrea"
38513,"Ixora",NA,"Ixora finlaysoniana"
38520,"Cleyera",NA,"Cleyera albopunctata"
38557,"Ixora",NA,"Ixora thwaitesii"
38616,"Lythrum",NA,"Lythrum maritimum"
38629,"Clidemia",NA,"Clidemia hirta"
38651,"Clidemia",NA,"Clidemia strigillosa"
38661,"Fuchsia",NA,"Fuchsia andrei"
38683,"Fuchsia",NA,"Fuchsia boliviana"
38726,"Fuchsia",NA,"Fuchsia paniculata"
38737,"Fuchsia",NA,"Fuchsia vulcanica"
38762,"Samanea",NA,"Samanea saman"
38806,"Sambucus",NA,"Sambucus nigra"
38811,"Tephrosia",NA,"Tephrosia candida"
38856,"Macfadyena",NA,"Macfadyena unguis-cati"
38907,"Tephrosia",NA,"Tephrosia nitens"
39010,"Clitoria",NA,"Clitoria falcata"
39017,"Tephrosia",NA,"Tephrosia sinapou"
39033,"Samyda",NA,"Samyda dodecandra"
39075,"Sandoricum",NA,"Sandoricum koetjape"
39094,"Clusia",NA,"Clusia clusioides"
39111,"Tephrosia",NA,"Tephrosia vogelii"
39121,"Calophyllum",NA,"Calophyllum antillanum"
39126,"Clusia",NA,"Clusia minor"
39142,"Calophyllum",NA,"Calophyllum inophyllum"
39154,"Teramnus",NA,"Teramnus uncinatus"
39179,"Funastrum",NA,"Funastrum clausum"
39241,"Terminalia",NA,"Terminalia muelleri"
39251,"Terminalia",NA,"Terminalia myriocarpa"
39262,"Terminalia",NA,"Terminalia oblonga"
39275,"Funtumia",NA,"Funtumia elastica"
39314,"Ternstroemia",NA,"Ternstroemia heptasepala"
39325,"Ternstroemia",NA,"Ternstroemia luquillensis"
39335,"Ternstroemia",NA,"Ternstroemia peduncularis"
39355,"Ternstroemia",NA,"Ternstroemia subsessilis"
39373,"Jasminum",NA,"Jasminum multiflorum"
39414,"Jasminum",NA,"Jasminum sambac"
39459,"Coccoloba",NA,"Coccoloba costata"
39480,"Coccoloba",NA,"Coccoloba krugii"
39510,"Coccoloba",NA,"Coccoloba pubescens"
39519,"Machaonia",NA,"Machaonia portoricensis"
39521,"Coccoloba",NA,"Coccoloba pyrifolia"
39532,"Coccoloba",NA,"Coccoloba rugosa"
39543,"Coccoloba",NA,"Coccoloba sintenisii"
39553,"Coccoloba",NA,"Coccoloba swartzii"
39563,"Coccoloba",NA,"Coccoloba tenuifolia"
39573,"Coccoloba",NA,"Coccoloba uvifera"
39582,"Maclura",NA,"Maclura tinctoria"
39584,"Coccoloba",NA,"Coccoloba venosa"
39691,"Cocculus",NA,"Cocculus laurifolius"
39771,"Paraserianthes",NA,"Paraserianthes lophantha"
39804,"Parathesis",NA,"Parathesis crenulata"
39808,"Tetramerium",NA,"Tetramerium nervosum"
39891,"Sapindus",NA,"Sapindus saponaria"
39926,"Dracaena",NA,"Dracaena fragrans"
40065,"Parkinsonia",NA,"Parkinsonia aculeata"
40192,"Coffea",NA,"Coffea liberica"
40278,"Cojoba",NA,"Cojoba arborea"
40358,"Magnolia",NA,"Magnolia portoricensis"
40391,"Galega",NA,"Galega officinalis"
40502,"Parmentiera",NA,"Parmentiera cereifera"
40691,"Tetrazygia",NA,"Tetrazygia angustifolia"
40713,"Tetrazygia",NA,"Tetrazygia biflora"
40745,"Tetrazygia",NA,"Tetrazygia urbanii"
40863,"Calotropis",NA,"Calotropis gigantea"
40873,"Calotropis",NA,"Calotropis procera"
40969,"Dryobalanops",NA,"Dryobalanops aromatica"
40986,"Colletia",NA,"Colletia spinosissima"
41093,"Aristolochia",NA,"Aristolochia elegans"
41267,"Calycophyllum",NA,"Calycophyllum candidissimum"
41285,"Sauvagesia",NA,"Sauvagesia erecta"
41653,"Malpighia",NA,"Malpighia coccigera"
41664,"Malpighia",NA,"Malpighia emarginata"
41686,"Malpighia",NA,"Malpighia glabra"
41697,"Malpighia",NA,"Malpighia infestissima"
41708,"Malpighia",NA,"Malpighia linearis"
41833,"Calyptranthes",NA,"Calyptranthes kiaerskovii"
41842,"Calyptranthes",NA,"Calyptranthes krugii"
41852,"Calyptranthes",NA,"Calyptranthes luquillensis"
41874,"Calyptranthes",NA,"Calyptranthes pallens"
41893,"Calyptranthes",NA,"Calyptranthes portoricensis"
